TASKID;SCHEDULETYPEID;LINES_LINEID;PLANVERSIONID
433;5313024;1472;257
434;5313095;2212;257
434;5313043;2212;257
434;5313024;1571;257
435;5313095;2273;257
435;5313043;2273;257
435;5313027;323;257
435;5313024;2471;257
436;5313027;2524;257
436;5313024;3372;257
437;5313027;131;257
437;5313095;2273;257
437;5313043;2273;257
437;5313024;2402;257
438;5313027;272;257
438;5313095;2273;257
438;5313043;2273;257
438;5313024;2211;257
439;5313024;1571;257
439;5313027;452;257
440;5313027;272;257
440;5313024;385;257
441;5313024;2243;257
441;5313095;2212;257
441;5313043;2212;257
441;5313027;2471;257
442;5313024;2212;257
442;5313095;282;257
442;5313043;282;257
442;5313027;2273;257
443;5313024;304;257
443;5313095;302;257
443;5313043;302;257
443;5313027;421;257
444;5313027;2472;257
444;5313024;333;257
445;5313024;2121;257
445;5313095;3121;257
445;5313043;3121;257
445;5313027;2471;257
446;5313027;2842;257
446;5313024;271;257
447;5313024;333;257
447;5313027;333;257
448;5313027;332;257
448;5313024;2524;257
449;5313024;2141;257
449;5313095;2212;257
449;5313043;2212;257
449;5313027;2471;257
450;5313027;142;257
450;5313024;305;257
451;5313027;2472;257
451;5313024;2212;257
452;5313027;243;257
452;5313024;357;257
453;5313027;441;257
453;5313024;304;257
454;5313027;3371;257
454;5313024;2104;257
455;5313024;2121;257
455;5313027;2301;257
456;5313043;2212;257
456;5313095;2212;257
456;5313027;2471;257
456;5313024;421;257
457;5313027;2842;257
457;5313024;3371;257
458;5313027;1571;257
458;5313024;2471;257
459;5313027;2471;257
459;5313024;421;257
460;5313027;2471;257
460;5313024;376;257
461;5313043;2212;257
461;5313095;2212;257
461;5313027;1571;257
461;5313024;282;257
462;5313024;333;257
462;5313027;2274;257
463;5313027;437;257
463;5313024;272;257
464;5313027;2524;257
464;5313024;2121;257
465;5313027;3011;257
465;5313024;2243;257
466;5313027;142;257
466;5313024;2242;257
467;5313027;437;257
467;5313024;4272;257
468;5313027;142;257
468;5313024;2211;257
469;5313027;2274;257
469;5313024;282;257
470;5313027;2472;257
470;5313024;2471;257
471;5313027;271;257
471;5313024;2274;257
472;5313027;2842;257
472;5313024;2121;257
473;5313027;142;257
473;5313024;2141;257
474;5313027;3011;257
474;5313024;437;257
475;5313027;2473;257
475;5313024;3191;257
476;5313027;357;257
476;5313024;3121;257
477;5313027;431;257
477;5313024;2242;257
478;5313027;427;257
478;5313024;333;257
479;5313024;322;257
480;5313027;2473;257
480;5313024;2243;257
481;5313027;272;257
481;5313024;1472;257
482;5313027;1571;257
482;5313024;142;257
483;5313024;441;257
483;5313027;2471;257
484;5313027;2524;257
484;5313024;3141;257
485;5313027;142;257
485;5313024;2842;257
486;5313027;332;257
486;5313024;437;257
487;5313027;2473;257
487;5313024;1472;257
488;5313027;142;257
488;5313024;347;257
489;5313027;421;257
489;5313024;371;257
490;5313027;2524;257
490;5313024;437;257
491;5313024;2472;257
491;5313043;251;257
491;5313095;251;257
491;5313027;355;257
492;5313027;2274;257
492;5313024;333;257
493;5313024;2841;257
493;5313027;427;257
494;5313024;2273;257
494;5313043;2212;257
494;5313095;2212;257
494;5313027;421;257
495;5313027;243;257
495;5313024;427;257
496;5313024;2472;257
496;5313027;1571;257
497;5313027;131;257
497;5313024;271;257
498;5313024;2101;257
498;5313027;142;257
499;5313027;131;257
499;5313024;437;257
500;5313027;3132;257
500;5313024;2242;257
501;5313027;437;257
501;5313024;2242;257
502;5313027;452;257
502;5313024;2472;257
503;5313027;437;257
503;5313024;421;257
504;5313027;2473;257
504;5313024;2242;257
505;5313027;2524;257
505;5313024;1571;257
506;5313027;2473;257
506;5313024;2121;257
507;5313027;3411;257
507;5313024;2242;257
508;5313027;2473;257
508;5313024;2242;257
509;5313027;3411;257
509;5313024;1571;257
510;5313027;437;257
510;5313024;437;257
511;5313027;452;257
511;5313024;2242;257
512;5313027;437;257
512;5313024;1571;257
513;5313027;318;257
513;5313024;2242;257
514;5313027;437;257
514;5313024;2102;257
515;5313027;2841;257
515;5313024;217;257
516;5313027;131;257
516;5313024;421;257
517;5313027;2301;257
517;5313024;2841;257
518;5313027;437;257
518;5313024;437;257
519;5313027;131;257
519;5313024;355;257
520;5313027;452;257
520;5313024;282;257
521;5313027;452;257
521;5313024;2102;257
522;5313027;333;257
522;5313024;2212;257
523;5313024;2212;257
523;5313027;355;257
524;5313027;2524;257
524;5313024;2101;257
525;5313024;321;257
525;5313027;452;257
526;5313027;2274;257
526;5313024;2472;257
527;5313024;2242;257
527;5313027;2301;257
528;5313027;2274;257
528;5313024;3441;257
529;5313024;3422;257
529;5313027;2274;257
530;5313027;1571;257
530;5313024;140;257
531;5313024;1571;257
531;5313027;131;257
532;5313027;1571;257
532;5313024;2102;257
533;5313024;437;257
533;5313027;3411;257
534;5313027;3122;257
534;5313024;140;257
535;5313024;140;257
535;5313027;142;257
536;5313027;2101;257
536;5313024;140;257
537;5313024;2242;257
537;5313027;2301;257
538;5313024;311;257
538;5313027;131;257
539;5313027;2274;257
539;5313024;421;257
540;5313027;437;257
540;5313024;282;257
541;5313027;305;257
541;5313024;2212;257
542;5313027;371;257
542;5313024;371;257
543;5313027;1571;257
543;5313024;140;257
544;5313027;371;257
544;5313024;3422;257
545;5313027;1571;257
545;5313024;3141;257
546;5313027;2842;257
546;5313024;3351;257
547;5313027;2524;257
547;5313024;1472;257
548;5313027;3411;257
548;5313024;2212;257
549;5313027;2842;257
549;5313024;140;257
550;5313027;3411;257
550;5313024;2211;257
551;5313027;2842;257
551;5313024;2141;257
552;5313027;357;257
552;5313024;3441;257
553;5313027;305;257
553;5313024;2401;257
554;5313027;2274;257
554;5313024;2212;257
555;5313027;2524;257
110;5212043;2471;254
110;5212024;321;254
111;5212024;3123;254
111;5212043;2211;254
111;5212027;303;254
112;5212024;2121;254
112;5212043;1571;254
113;5212027;377;254
113;5212043;2402;254
113;5212024;131;254
114;5212027;3351;254
114;5212043;347;254
114;5212024;3413;254
115;5212024;150;254
115;5212043;3172;254
115;5212027;2842;254
116;5212024;3351;254
116;5212027;421;254
116;5212043;251;254
117;5212024;3721;254
117;5212027;3172;254
117;5212043;131;254
118;5212024;131;254
118;5212027;282;254
118;5212043;377;254
119;5212024;3123;254
119;5212027;373;254
119;5212043;2274;254
120;5212024;3122;254
120;5212043;2274;254
121;5212024;131;254
121;5212027;2212;254
121;5212043;421;254
122;5212024;2212;254
122;5212027;2121;254
122;5212043;2301;254
123;5212024;3411;254
123;5212027;1571;254
123;5212043;2211;254
124;5212024;2402;254
124;5212027;1472;254
124;5212043;3411;254
125;5212024;131;254
125;5212027;142;254
125;5212043;1571;254
126;5212024;150;254
126;5212027;2841;254
126;5212043;150;254
127;5212024;131;254
127;5212027;3371;254
127;5212043;2473;254
128;5212027;2242;254
128;5212043;2401;254
128;5212024;2212;254
129;5212024;2842;254
129;5212043;2121;254
129;5212027;375;254
130;5212024;318;254
130;5212027;3452;254
130;5212043;140;254
131;5212027;1472;254
131;5212043;2104;254
131;5212024;3452;254
132;5212027;3142;254
132;5212043;3411;254
132;5212024;355;254
133;5212024;2402;254
133;5212043;1472;254
133;5212027;3371;254
134;5212024;347;254
134;5212043;251;254
134;5212027;334;254
135;5212024;3371;254
135;5212027;431;254
135;5212043;3351;254
136;5212024;131;254
136;5212027;3442;254
136;5212043;251;254
137;5212027;3131;254
137;5212043;2473;254
137;5212024;150;254
138;5212024;142;254
138;5212043;3191;254
138;5212027;352;254
139;5212024;2274;254
139;5212027;2841;254
139;5212043;272;254
140;5212024;2274;254
140;5212027;271;254
140;5212043;3142;254
141;5212024;150;254
141;5212027;2101;254
141;5212043;305;254
142;5212024;437;254
142;5212027;385;254
142;5212043;3191;254
143;5212024;150;254
143;5212027;2473;254
143;5212043;2211;254
144;5212024;150;254
144;5212027;2273;254
144;5212043;373;254
145;5212024;347;254
145;5212027;3173;254
145;5212043;2842;254
146;5212024;272;254
146;5212027;385;254
